Staff_ID,Year,Role,Wins,Losses,Ties,Playoffs,Team
0,2020,Head Coach,6,10,0,None,0
0,2021,Head Coach,7,9,0,None,0
0,2027,Assistant Coach,4,12,0,None,5
0,2028,Offensive Coordinator,7,8,1,None,5
0,2029,Offensive Coordinator,8,8,0,None,5
0,2030,Offensive Coordinator,4,12,0,None,5
0,2031,Head Coach,7,9,0,None,5
0,2032,Head Coach,3,13,0,None,5
0,2033,Head Coach,6,10,0,None,5
0,2034,Assistant Coach,6,10,0,None,30
0,2035,Assistant Coach,8,8,0,None,30
0,2036,Assistant Coach,6,10,0,None,30
0,2037,Assistant Coach,7,9,0,None,30
0,2038,Assistant Coach,8,8,0,None,30
0,2039,Assistant Coach,11,7,0,Division,30
0,2040,Assistant Coach,9,8,0,Wild Card,30
0,2041,Assistant Coach,4,12,0,None,30
0,2042,Assistant Coach,5,11,0,None,30
0,2043,Assistant Coach,4,12,0,None,30
0,2044,Assistant Coach,7,9,0,None,30
0,2045,Assistant Coach,7,9,0,None,30
0,2046,Assistant Coach,5,11,0,None,30
0,2047,Assistant Coach,9,8,0,Wild Card,30
0,2048,Assistant Coach,4,12,0,None,30
0,2049,Assistant Coach,8,7,1,None,30
0,2050,Assistant Coach,4,12,0,None,30
1,2020,Offensive Coordinator,6,10,0,None,0
1,2021,Offensive Coordinator,7,9,0,None,0
1,2022,Offensive Coordinator,11,6,1,Division,0
2,2020,Defensive Coordinator,6,10,0,None,0
2,2021,Defensive Coordinator,7,9,0,None,0
2,2022,Defensive Coordinator,11,6,1,Division,0
2,2023,Defensive Coordinator,7,9,0,None,0
2,2024,Defensive Coordinator,11,6,0,Division,0
2,2025,Defensive Coordinator,2,14,0,None,0
2,2026,Defensive Coordinator,6,10,0,None,0
2,2027,Defensive Coordinator,5,11,0,None,0
2,2028,Defensive Coordinator,4,12,0,None,0
2,2029,Defensive Coordinator,10,6,1,Division,27
2,2030,Defensive Coordinator,3,13,0,None,27
2,2031,Defensive Coordinator,6,9,1,None,27
2,2032,Defensive Coordinator,8,8,0,None,21
2,2033,Defensive Coordinator,9,7,0,None,21
2,2034,Defensive Coordinator,8,8,0,None,21
2,2035,Defensive Coordinator,5,11,0,None,21
2,2036,Defensive Coordinator,6,10,0,None,21
2,2037,Defensive Coordinator,6,10,0,None,21
2,2038,Defensive Coordinator,3,13,0,None,21
3,2020,Assistant Coach,6,10,0,None,0
3,2021,Assistant Coach,7,9,0,None,0
3,2022,Assistant Coach,11,6,1,Division,0
3,2023,Assistant Coach,7,9,0,None,0
3,2024,Assistant Coach,11,6,0,Division,0
3,2025,Assistant Coach,2,14,0,None,0
3,2026,Defensive Coordinator,6,10,0,None,29
3,2027,Head Coach,4,12,0,None,8
3,2028,Head Coach,5,11,0,None,8
3,2029,Head Coach,9,8,0,Wild Card,8
3,2030,Head Coach,8,8,0,None,28
3,2031,Head Coach,15,4,0,Champion,28
3,2032,Head Coach,10,7,0,Wild Card,28
3,2033,Head Coach,10,7,0,Division,28
3,2034,Head Coach,5,10,1,None,28
3,2035,Head Coach,13,6,0,Conference,1
3,2036,Head Coach,9,7,0,None,1
3,2037,Head Coach,6,10,0,None,1
3,2038,Defensive Coordinator,8,8,0,None,2
3,2039,Head Coach,5,11,0,None,21
3,2040,Head Coach,6,10,0,None,21
3,2041,Head Coach,11,8,0,Conference,21
3,2042,Head Coach,11,7,1,Conference,27
3,2043,Head Coach,8,8,0,None,27
3,2044,Head Coach,7,9,0,None,27
3,2045,Head Coach,9,8,0,Wild Card,27
3,2046,Head Coach,10,8,0,Division,27
3,2047,Head Coach,6,10,0,None,27
4,2020,Strength Coordinator,6,10,0,None,0
5,2020,Head Coach,11,6,0,Wild Card,1
6,2020,Offensive Coordinator,11,6,0,Wild Card,1
6,2021,Offensive Coordinator,13,5,0,Conference,1
6,2022,Offensive Coordinator,10,6,1,Wild Card,1
6,2023,Offensive Coordinator,7,8,1,None,1
6,2024,Offensive Coordinator,7,9,0,None,1
6,2025,Offensive Coordinator,12,7,0,Conference,1
6,2026,Offensive Coordinator,7,9,0,None,1
7,2020,Defensive Coordinator,11,6,0,Wild Card,1
7,2021,Defensive Coordinator,13,5,0,Conference,1
7,2022,Defensive Coordinator,10,6,1,Wild Card,1
7,2023,Defensive Coordinator,7,8,1,None,1
8,2020,Assistant Coach,11,6,0,Wild Card,1
8,2021,Assistant Coach,13,5,0,Conference,1
8,2022,Assistant Coach,10,6,1,Wild Card,1
8,2023,Assistant Coach,7,8,1,None,1
8,2024,Assistant Coach,7,9,0,None,1
8,2025,Assistant Coach,12,7,0,Conference,1
8,2026,Assistant Coach,7,9,0,None,1
8,2027,Assistant Coach,7,9,0,None,1
8,2028,Assistant Coach,6,10,0,None,1
8,2029,Defensive Coordinator,5,11,0,None,1
8,2030,Defensive Coordinator,8,9,0,Wild Card,1
8,2031,Defensive Coordinator,8,7,1,None,1
8,2032,Defensive Coordinator,12,6,0,Division,1
8,2033,Defensive Coordinator,10,8,0,Division,1
8,2034,Defensive Coordinator,6,10,0,None,1
8,2035,Defensive Coordinator,13,6,0,Conference,1
8,2036,Defensive Coordinator,9,7,0,None,1
8,2037,Defensive Coordinator,6,10,0,None,1
8,2038,Defensive Coordinator,4,12,0,None,1
8,2039,Defensive Coordinator,6,10,0,None,1
8,2040,Defensive Coordinator,5,11,0,None,1
8,2041,Defensive Coordinator,6,10,0,None,1
8,2042,Defensive Coordinator,7,9,0,None,1
8,2043,Defensive Coordinator,7,9,0,None,1
8,2044,Defensive Coordinator,10,7,0,Division,1
8,2045,Defensive Coordinator,3,13,0,None,1
8,2046,Defensive Coordinator,9,7,0,None,1
8,2047,Defensive Coordinator,7,10,0,Wild Card,1
9,2020,Strength Coordinator,11,6,0,Wild Card,1
9,2021,Strength Coordinator,13,5,0,Conference,1
9,2022,Strength Coordinator,10,6,1,Wild Card,1
9,2023,Strength Coordinator,7,8,1,None,1
9,2024,Strength Coordinator,7,9,0,None,1
9,2025,Strength Coordinator,12,7,0,Conference,1
9,2026,Strength Coordinator,7,9,0,None,1
9,2027,Strength Coordinator,7,9,0,None,1
9,2028,Strength Coordinator,6,10,0,None,1
9,2029,Strength Coordinator,5,11,0,None,1
9,2030,Strength Coordinator,8,9,0,Wild Card,1
9,2031,Strength Coordinator,8,7,1,None,1
9,2032,Strength Coordinator,12,6,0,Division,1
9,2033,Strength Coordinator,10,8,0,Division,1
9,2034,Strength Coordinator,6,10,0,None,1
9,2035,Strength Coordinator,13,6,0,Conference,1
9,2036,Strength Coordinator,9,7,0,None,1
9,2037,Strength Coordinator,6,10,0,None,1
9,2038,Strength Coordinator,4,12,0,None,1
9,2039,Strength Coordinator,6,10,0,None,1
9,2040,Strength Coordinator,5,11,0,None,1
9,2041,Strength Coordinator,6,10,0,None,1
9,2042,Strength Coordinator,7,9,0,None,1
9,2043,Strength Coordinator,7,9,0,None,1
9,2044,Strength Coordinator,10,7,0,Division,1
9,2045,Strength Coordinator,3,13,0,None,1
10,2020,Head Coach,10,7,0,Wild Card,2
10,2021,Head Coach,10,7,0,Division,2
10,2022,Head Coach,8,8,0,None,2
10,2023,Head Coach,14,6,0,Champion,2
11,2020,Offensive Coordinator,10,7,0,Wild Card,2
11,2021,Offensive Coordinator,10,7,0,Division,2
11,2022,Head Coach,6,10,0,None,19
11,2023,Head Coach,9,7,0,None,19
11,2024,Head Coach,10,7,0,Wild Card,19
11,2025,Head Coach,4,12,0,None,19
11,2026,Head Coach,6,10,0,None,0
11,2027,Head Coach,5,11,0,None,0
11,2028,Head Coach,4,12,0,None,0
11,2029,Head Coach,6,10,0,None,7
11,2030,Head Coach,7,9,0,None,7
11,2031,Head Coach,10,7,0,Wild Card,7
11,2032,Head Coach,10,6,0,None,7
11,2033,Head Coach,6,10,0,None,7
11,2034,Offensive Coordinator,8,8,0,None,5
11,2035,Offensive Coordinator,4,11,1,None,5
11,2036,Offensive Coordinator,2,14,0,None,5
12,2020,Defensive Coordinator,10,7,0,Wild Card,2
12,2021,Defensive Coordinator,10,7,0,Division,2
12,2022,Defensive Coordinator,8,8,0,None,2
12,2023,Defensive Coordinator,14,6,0,Champion,2
12,2024,Defensive Coordinator,4,12,0,None,2
12,2025,Defensive Coordinator,13,5,0,Division,2
13,2020,Assistant Coach,10,7,0,Wild Card,2
13,2021,Assistant Coach,10,7,0,Division,2
13,2022,Offensive Coordinator,8,8,0,None,2
13,2023,Offensive Coordinator,14,6,0,Champion,2
13,2024,Offensive Coordinator,4,12,0,None,2
13,2025,Offensive Coordinator,13,5,0,Division,2
13,2026,Offensive Coordinator,13,4,0,Division,2
13,2027,Offensive Coordinator,14,5,0,Conference,2
14,2020,Strength Coordinator,10,7,0,Wild Card,2
14,2021,Strength Coordinator,10,7,0,Division,2
14,2022,Strength Coordinator,8,8,0,None,2
14,2023,Strength Coordinator,14,6,0,Champion,2
15,2020,Head Coach,9,7,0,None,3
16,2020,Offensive Coordinator,9,7,0,None,3
16,2021,Offensive Coordinator,9,8,0,Division,3
16,2022,Offensive Coordinator,11,6,0,Division,3
16,2023,Offensive Coordinator,11,7,0,Division,3
16,2024,Offensive Coordinator,12,5,0,Division,3
16,2025,Offensive Coordinator,5,10,1,None,3
16,2026,Head Coach,4,12,0,None,3
16,2027,Head Coach,12,6,0,Division,3
16,2028,Head Coach,8,9,0,Wild Card,3
16,2029,Head Coach,8,8,0,None,3
16,2030,Head Coach,8,8,0,None,3
16,2031,Head Coach,12,7,0,Conference,3
16,2032,Head Coach,11,8,0,Conference,3
16,2033,Head Coach,8,8,0,None,3
16,2034,Head Coach,5,11,0,None,3
16,2035,Head Coach,8,8,0,None,31
16,2036,Head Coach,8,8,0,None,31
16,2037,Head Coach,12,6,0,Conference,31
17,2020,Defensive Coordinator,9,7,0,None,3
17,2021,Head Coach,8,8,0,None,5
17,2022,Head Coach,11,7,0,Division,5
17,2023,Head Coach,6,9,1,None,5
18,2020,Assistant Coach,9,7,0,None,3
18,2021,Assistant Coach,9,8,0,Division,3
19,2020,Strength Coordinator,9,7,0,None,3
19,2021,Strength Coordinator,9,8,0,Division,3
19,2022,Strength Coordinator,11,6,0,Division,3
19,2023,Strength Coordinator,11,7,0,Division,3
19,2024,Strength Coordinator,12,5,0,Division,3
19,2025,Strength Coordinator,5,10,1,None,3
19,2026,Strength Coordinator,4,12,0,None,3
19,2027,Strength Coordinator,12,6,0,Division,3
20,2020,Head Coach,6,10,0,None,4
20,2021,Head Coach,9,8,0,Wild Card,4
20,2022,Head Coach,6,9,1,None,4
20,2023,Head Coach,11,6,0,Division,4
20,2024,Head Coach,9,7,0,None,4
20,2025,Head Coach,10,7,0,Wild Card,4
20,2026,Head Coach,5,11,0,None,4
21,2020,Offensive Coordinator,6,10,0,None,4
21,2021,Offensive Coordinator,9,8,0,Wild Card,4
21,2022,Offensive Coordinator,6,9,1,None,4
21,2023,Offensive Coordinator,11,6,0,Division,4
21,2024,Offensive Coordinator,9,7,0,None,4
21,2025,Offensive Coordinator,10,7,0,Wild Card,4
21,2026,Offensive Coordinator,5,11,0,None,4
21,2027,Offensive Coordinator,9,8,1,Division,4
21,2028,Offensive Coordinator,12,6,0,Conference,4
21,2029,Offensive Coordinator,6,10,0,None,4
21,2030,Offensive Coordinator,7,9,0,None,4
21,2031,Offensive Coordinator,9,8,0,Wild Card,4
21,2032,Offensive Coordinator,11,6,0,Division,4
21,2033,Offensive Coordinator,7,9,0,None,4
21,2034,Offensive Coordinator,6,10,0,None,4
21,2035,Offensive Coordinator,11,6,0,Division,4
21,2036,Offensive Coordinator,14,5,0,Champion,4
21,2037,Offensive Coordinator,11,7,0,Division,4
21,2038,Offensive Coordinator,1,15,0,None,3
21,2039,Head Coach,10,6,0,None,11
21,2040,Head Coach,13,7,0,Won Conference,11
21,2041,Head Coach,7,9,0,None,11
21,2042,Head Coach,11,6,0,Division,11
21,2043,Head Coach,6,10,0,None,11
21,2044,Head Coach,6,10,0,None,17
21,2045,Head Coach,13,7,0,Won Conference,17
21,2046,Head Coach,7,9,0,None,17
21,2047,Head Coach,6,10,0,None,17
21,2048,Head Coach,9,7,0,None,27
21,2049,Head Coach,6,10,0,None,27
21,2050,Head Coach,9,7,0,None,27
21,2051,Head Coach,7,8,1,None,27
21,2052,Head Coach,10,6,0,None,27
21,2053,Head Coach,14,6,0,Champion,27
21,2054,Head Coach,15,5,0,Champion,27
21,2055,Head Coach,11,7,0,Conference,27
21,2056,Head Coach,13,6,0,Conference,27
22,2020,Defensive Coordinator,6,10,0,None,4
22,2021,Defensive Coordinator,9,8,0,Wild Card,4
22,2022,Defensive Coordinator,6,9,1,None,4
22,2023,Defensive Coordinator,11,6,0,Division,4
22,2024,Defensive Coordinator,9,7,0,None,4
22,2025,Defensive Coordinator,10,7,0,Wild Card,4
23,2020,Assistant Coach,6,10,0,None,4
23,2021,Assistant Coach,9,8,0,Wild Card,4
24,2020,Strength Coordinator,6,10,0,None,4
25,2020,Head Coach,6,10,0,None,5
25,2024,Offensive Coordinator,8,8,0,None,8
25,2025,Offensive Coordinator,4,12,0,None,8
25,2026,Offensive Coordinator,5,11,0,None,8
25,2027,Offensive Coordinator,4,12,0,None,8
25,2028,Offensive Coordinator,8,7,1,None,24
25,2029,Offensive Coordinator,7,9,0,None,24
25,2030,Offensive Coordinator,8,8,0,None,24
25,2031,Offensive Coordinator,8,7,1,None,24
25,2032,Offensive Coordinator,10,7,0,Wild Card,18
25,2033,Offensive Coordinator,11,6,0,Division,18
25,2034,Offensive Coordinator,8,8,0,None,18
25,2035,Offensive Coordinator,9,8,0,Wild Card,18
25,2036,Offensive Coordinator,8,9,0,Wild Card,18
25,2037,Offensive Coordinator,9,8,0,Wild Card,18
25,2038,Offensive Coordinator,10,8,0,Division,18
25,2039,Offensive Coordinator,7,9,0,None,3
25,2040,Offensive Coordinator,9,7,0,None,3
25,2041,Offensive Coordinator,8,8,0,None,3
25,2042,Offensive Coordinator,7,8,1,None,3
25,2043,Offensive Coordinator,7,9,0,None,3
25,2044,Offensive Coordinator,3,12,1,None,3
25,2045,Offensive Coordinator,7,9,0,None,3
25,2046,Offensive Coordinator,9,8,0,Wild Card,4
25,2047,Offensive Coordinator,5,11,0,None,4
25,2048,Offensive Coordinator,15,4,0,Champion,4
25,2049,Offensive Coordinator,8,8,0,None,4
26,2020,Offensive Coordinator,6,10,0,None,5
26,2021,Offensive Coordinator,8,8,0,None,5
26,2022,Offensive Coordinator,11,7,0,Division,5
26,2023,Offensive Coordinator,6,9,1,None,5
26,2024,Offensive Coordinator,4,12,0,None,5
26,2025,Offensive Coordinator,10,6,0,None,5
26,2026,Offensive Coordinator,8,8,0,None,5
26,2027,Head Coach,9,8,1,Division,4
26,2028,Head Coach,12,6,0,Conference,4
26,2029,Head Coach,6,10,0,None,4
26,2030,Assistant Coach,7,9,0,None,8
26,2031,Assistant Coach,4,12,0,None,8
26,2032,Assistant Coach,4,12,0,None,8
26,2033,Assistant Coach,7,9,0,None,29
26,2034,Assistant Coach,13,6,0,Won Conference,29
26,2035,Assistant Coach,9,7,0,None,29
26,2036,Assistant Coach,8,8,0,None,29
26,2037,Assistant Coach,5,11,0,None,29
26,2038,Assistant Coach,8,8,0,None,29
26,2039,Assistant Coach,12,7,0,Won Conference,29
27,2020,Defensive Coordinator,6,10,0,None,5
27,2021,Defensive Coordinator,8,8,0,None,5
27,2022,Defensive Coordinator,11,7,0,Division,5
27,2023,Defensive Coordinator,6,9,1,None,5
27,2024,Defensive Coordinator,4,12,0,None,5
27,2025,Defensive Coordinator,10,6,0,None,5
27,2026,Defensive Coordinator,8,8,0,None,5
27,2027,Defensive Coordinator,4,12,0,None,5
27,2028,Defensive Coordinator,7,8,1,None,5
27,2029,Defensive Coordinator,8,8,0,None,5
28,2020,Assistant Coach,6,10,0,None,5
28,2021,Assistant Coach,8,8,0,None,5
28,2022,Assistant Coach,11,7,0,Division,5
28,2023,Assistant Coach,6,9,1,None,5
28,2024,Assistant Coach,4,12,0,None,5
28,2025,Assistant Coach,10,6,0,None,5
28,2026,Assistant Coach,8,8,0,None,5
29,2020,Strength Coordinator,6,10,0,None,5
30,2020,Head Coach,5,11,0,None,6
30,2021,Head Coach,9,8,0,Wild Card,6
30,2022,Head Coach,8,7,1,None,6
30,2023,Head Coach,5,11,0,None,6
30,2024,Assistant Coach,6,10,0,None,13
30,2025,Head Coach,11,6,0,Wild Card,13
30,2026,Head Coach,6,8,2,None,13
30,2027,Head Coach,9,8,0,Wild Card,13
30,2028,Head Coach,7,9,0,None,13
30,2029,Head Coach,6,10,0,None,13
30,2030,Assistant Coach,14,4,0,Conference,16
30,2031,Assistant Coach,8,8,0,None,16
30,2032,Assistant Coach,8,8,0,None,16
30,2033,Assistant Coach,8,8,0,None,16
30,2034,Assistant Coach,10,7,0,Wild Card,16
30,2035,Head Coach,11,8,0,Conference,28
30,2036,Head Coach,9,8,0,Wild Card,28
30,2037,Head Coach,4,12,0,None,28
30,2038,Head Coach,9,8,0,Wild Card,31
30,2039,Head Coach,9,7,0,None,31
30,2040,Head Coach,11,6,0,Division,31
30,2041,Head Coach,9,7,1,Wild Card,31
30,2042,Head Coach,7,9,0,None,31
30,2043,Head Coach,3,12,1,None,31
30,2044,Assistant Coach,12,6,0,Conference,0
30,2045,Assistant Coach,10,7,0,Wild Card,0
30,2046,Assistant Coach,11,7,0,Division,0
30,2047,Assistant Coach,7,9,0,None,0
30,2048,Assistant Coach,10,7,1,Division,0
30,2049,Assistant Coach,8,8,0,None,0
30,2050,Assistant Coach,8,8,0,None,0
30,2051,Assistant Coach,4,12,0,None,0
30,2052,Assistant Coach,4,12,0,None,0
31,2020,Offensive Coordinator,5,11,0,None,6
31,2021,Offensive Coordinator,9,8,0,Wild Card,6
31,2022,Offensive Coordinator,8,7,1,None,6
31,2023,Offensive Coordinator,5,11,0,None,6
31,2024,Assistant Coach,10,7,0,Wild Card,19
31,2025,Assistant Coach,4,12,0,None,19
31,2026,Assistant Coach,5,11,0,None,19
31,2027,Assistant Coach,5,11,0,None,19
31,2028,Assistant Coach,10,7,1,Division,19
31,2029,Assistant Coach,14,6,0,Champion,19
31,2030,Assistant Coach,7,9,0,None,19
31,2031,Assistant Coach,5,11,0,None,19
31,2032,Assistant Coach,3,13,0,None,19
31,2033,Assistant Coach,6,9,1,None,19
31,2034,Assistant Coach,6,10,0,None,19
31,2035,Assistant Coach,11,7,0,Division,19
31,2036,Assistant Coach,7,9,0,None,19
31,2037,Assistant Coach,9,7,0,None,19
31,2038,Assistant Coach,12,6,0,Division,19
31,2039,Assistant Coach,11,6,0,Wild Card,19
31,2040,Offensive Coordinator,3,12,1,None,19
31,2041,Offensive Coordinator,15,4,0,Champion,19
31,2042,Offensive Coordinator,12,7,0,Conference,19
31,2043,Offensive Coordinator,10,7,0,Wild Card,19
31,2044,Offensive Coordinator,12,4,1,Division,19
31,2045,Offensive Coordinator,14,6,0,Champion,19
31,2046,Offensive Coordinator,13,5,0,Conference,19
32,2020,Defensive Coordinator,5,11,0,None,6
32,2021,Defensive Coordinator,9,8,0,Wild Card,6
32,2022,Defensive Coordinator,8,7,1,None,6
32,2023,Defensive Coordinator,5,11,0,None,6
32,2024,Defensive Coordinator,11,6,0,Division,6
32,2025,Defensive Coordinator,9,7,0,None,6
32,2026,Defensive Coordinator,11,7,0,Division,6
33,2020,Assistant Coach,5,11,0,None,6
34,2020,Strength Coordinator,5,11,0,None,6
34,2021,Strength Coordinator,9,8,0,Wild Card,6
34,2022,Strength Coordinator,8,7,1,None,6
34,2023,Strength Coordinator,5,11,0,None,6
34,2024,Strength Coordinator,11,6,0,Division,6
34,2025,Strength Coordinator,9,7,0,None,6
34,2026,Strength Coordinator,11,7,0,Division,6
34,2027,Strength Coordinator,16,3,0,Champion,6
34,2028,Strength Coordinator,7,9,0,None,6
34,2029,Strength Coordinator,8,8,0,None,6
34,2030,Strength Coordinator,7,7,2,None,6
34,2031,Strength Coordinator,6,10,0,None,6
34,2032,Strength Coordinator,8,8,0,None,6
34,2033,Strength Coordinator,7,9,0,None,6
34,2034,Strength Coordinator,7,9,0,None,6
34,2035,Strength Coordinator,0,16,0,None,6
34,2036,Strength Coordinator,8,8,0,None,6
34,2037,Strength Coordinator,10,8,0,Division,6
34,2038,Strength Coordinator,8,8,0,None,6
34,2039,Strength Coordinator,7,9,0,None,6
34,2040,Strength Coordinator,5,9,2,None,6
34,2041,Strength Coordinator,10,7,1,Division,6
35,2020,Head Coach,12,7,0,Conference,7
35,2021,Head Coach,15,4,0,Won Conference,7
35,2022,Head Coach,17,2,0,Champion,7
35,2023,Head Coach,10,6,1,Wild Card,7
35,2024,Head Coach,13,6,0,Won Conference,7
35,2025,Head Coach,8,9,1,Division,7
35,2026,Head Coach,9,8,0,Wild Card,7
35,2027,Head Coach,10,8,0,Division,7
35,2028,Head Coach,6,10,0,None,7
36,2020,Offensive Coordinator,12,7,0,Conference,7
36,2021,Offensive Coordinator,15,4,0,Won Conference,7
36,2022,Offensive Coordinator,17,2,0,Champion,7
36,2023,Offensive Coordinator,10,6,1,Wild Card,7
36,2024,Offensive Coordinator,13,6,0,Won Conference,7
36,2025,Offensive Coordinator,8,9,1,Division,7
36,2026,Offensive Coordinator,9,8,0,Wild Card,7
36,2027,Offensive Coordinator,10,8,0,Division,7
36,2028,Offensive Coordinator,6,10,0,None,7
36,2029,Offensive Coordinator,6,10,0,None,7
36,2030,Offensive Coordinator,7,9,0,None,7
36,2031,Offensive Coordinator,10,7,0,Wild Card,7
36,2032,Offensive Coordinator,10,6,0,None,7
36,2033,Offensive Coordinator,6,10,0,None,7
36,2034,Offensive Coordinator,8,8,0,None,7
36,2035,Head Coach,11,6,0,Division,4
36,2036,Head Coach,14,5,0,Champion,4
36,2037,Head Coach,11,7,0,Division,4
36,2038,Head Coach,10,8,0,Division,4
36,2039,Head Coach,9,8,0,Wild Card,4
36,2040,Head Coach,9,10,0,Conference,4
36,2041,Head Coach,11,6,0,Division,4
36,2042,Head Coach,8,8,0,None,4
36,2043,Head Coach,14,4,0,Conference,4
36,2044,Head Coach,8,8,0,None,4
36,2045,Head Coach,9,7,0,None,4
36,2046,Head Coach,9,8,0,Wild Card,4
36,2047,Head Coach,5,11,0,None,4
36,2048,Head Coach,5,11,0,None,17
36,2049,Head Coach,12,8,0,Won Conference,17
36,2050,Head Coach,7,9,0,None,17
36,2051,Head Coach,5,11,0,None,17
36,2052,Offensive Coordinator,7,9,0,None,28
36,2053,Offensive Coordinator,5,10,1,None,28
36,2054,Offensive Coordinator,8,8,0,None,28
37,2020,Defensive Coordinator,12,7,0,Conference,7
37,2021,Defensive Coordinator,15,4,0,Won Conference,7
37,2022,Defensive Coordinator,17,2,0,Champion,7
38,2020,Assistant Coach,12,7,0,Conference,7
38,2021,Head Coach,8,8,0,None,28
38,2022,Head Coach,9,7,0,None,28
38,2023,Head Coach,9,7,0,None,28
38,2024,Head Coach,12,7,0,Conference,28
38,2025,Head Coach,3,11,2,None,28
38,2026,Offensive Coordinator,7,9,0,None,15
38,2027,Offensive Coordinator,12,6,0,Conference,15
38,2028,Offensive Coordinator,13,7,0,Won Conference,15
38,2029,Offensive Coordinator,12,8,0,Won Conference,15
38,2030,Offensive Coordinator,14,4,1,Champion,15
38,2031,Offensive Coordinator,11,6,0,Division,15
38,2032,Offensive Coordinator,9,7,0,None,15
38,2033,Offensive Coordinator,11,6,0,Wild Card,15
38,2034,Offensive Coordinator,10,8,0,Division,15
38,2035,Offensive Coordinator,6,10,0,None,15
38,2036,Offensive Coordinator,8,8,0,None,15
38,2037,Offensive Coordinator,7,9,0,None,15
38,2038,Offensive Coordinator,14,5,0,Champion,15
39,2020,Strength Coordinator,12,7,0,Conference,7
40,2020,Head Coach,4,12,0,None,8
41,2020,Offensive Coordinator,4,12,0,None,8
41,2021,Offensive Coordinator,5,11,0,None,8
41,2022,Offensive Coordinator,5,11,0,None,8
41,2023,Offensive Coordinator,4,12,0,None,8
42,2020,Defensive Coordinator,4,12,0,None,8
42,2021,Defensive Coordinator,5,11,0,None,8
42,2022,Defensive Coordinator,5,11,0,None,8
42,2023,Defensive Coordinator,4,12,0,None,8
43,2020,Assistant Coach,4,12,0,None,8
43,2021,Assistant Coach,5,11,0,None,8
43,2022,Assistant Coach,5,11,0,None,8
43,2023,Assistant Coach,4,12,0,None,8
44,2020,Strength Coordinator,4,12,0,None,8
44,2021,Strength Coordinator,5,11,0,None,8
44,2022,Strength Coordinator,5,11,0,None,8
44,2023,Strength Coordinator,4,12,0,None,8
45,2020,Head Coach,9,7,0,None,9
45,2023,Defensive Coordinator,7,9,0,None,31
45,2024,Defensive Coordinator,8,8,0,None,31
45,2025,Defensive Coordinator,7,8,1,None,31
45,2026,Defensive Coordinator,8,7,1,None,31
45,2027,Defensive Coordinator,9,7,0,None,31
45,2028,Defensive Coordinator,7,9,0,None,31
45,2029,Defensive Coordinator,8,8,0,None,31
45,2030,Defensive Coordinator,11,7,0,Division,26
45,2031,Defensive Coordinator,13,6,0,Won Conference,26
45,2032,Defensive Coordinator,13,6,0,Won Conference,26
45,2033,Defensive Coordinator,12,6,0,Conference,26
46,2020,Offensive Coordinator,9,7,0,None,9
46,2021,Offensive Coordinator,5,11,0,None,9
46,2022,Offensive Coordinator,6,10,0,None,9
47,2020,Defensive Coordinator,9,7,0,None,9
47,2021,Defensive Coordinator,5,11,0,None,9
47,2022,Defensive Coordinator,6,10,0,None,9
47,2023,Defensive Coordinator,8,8,0,None,9
47,2024,Defensive Coordinator,10,7,0,Wild Card,9
47,2025,Defensive Coordinator,11,6,0,Wild Card,9
47,2026,Defensive Coordinator,8,8,0,None,9
47,2027,Defensive Coordinator,4,12,0,None,9
47,2028,Defensive Coordinator,8,8,0,None,9
47,2029,Defensive Coordinator,6,10,0,None,9
47,2030,Defensive Coordinator,11,7,0,Division,9
47,2031,Defensive Coordinator,12,7,0,Conference,9
48,2020,Assistant Coach,9,7,0,None,9
48,2021,Assistant Coach,5,11,0,None,9
48,2022,Assistant Coach,6,10,0,None,9
48,2023,Assistant Coach,8,8,0,None,9
48,2024,Assistant Coach,10,7,0,Wild Card,9
48,2025,Assistant Coach,11,6,0,Wild Card,9
48,2026,Assistant Coach,8,8,0,None,9
48,2027,Assistant Coach,4,12,0,None,9
48,2028,Assistant Coach,8,8,0,None,9
48,2029,Assistant Coach,6,10,0,None,9
48,2030,Assistant Coach,11,7,0,Division,9
49,2020,Strength Coordinator,9,7,0,None,9
49,2021,Strength Coordinator,5,11,0,None,9
50,2020,Head Coach,12,5,0,Division,10
51,2020,Offensive Coordinator,12,5,0,Division,10
51,2021,Offensive Coordinator,7,9,0,None,10
51,2022,Offensive Coordinator,3,13,0,None,10
51,2023,Offensive Coordinator,10,8,0,Division,10
51,2024,Offensive Coordinator,8,8,0,None,10
51,2025,Offensive Coordinator,11,6,0,Division,10
51,2026,Offensive Coordinator,10,8,0,Division,10
51,2027,Offensive Coordinator,9,8,0,Wild Card,10
51,2028,Offensive Coordinator,8,8,1,Wild Card,10
51,2029,Offensive Coordinator,10,8,1,Conference,10
51,2030,Offensive Coordinator,6,10,0,None,10
51,2031,Offensive Coordinator,4,11,1,None,10
51,2032,Offensive Coordinator,7,9,0,None,10
51,2033,Offensive Coordinator,7,9,0,None,10
51,2034,Offensive Coordinator,9,8,0,Wild Card,10
51,2035,Offensive Coordinator,13,7,0,Won Conference,10
51,2036,Offensive Coordinator,12,7,0,Conference,10
51,2037,Offensive Coordinator,9,8,0,Wild Card,10
51,2038,Offensive Coordinator,8,8,0,None,10
51,2039,Offensive Coordinator,11,8,0,Conference,10
51,2040,Offensive Coordinator,5,11,0,None,10
51,2041,Offensive Coordinator,5,11,0,None,10
